Index,Round,Institution,Program,Degree,Quota,Category,Gender,Opening Rank,Closing Rank,Institution 2,Program 2,Degree 2,Quota 2,Category 2,Gender 2,Opening Rank 2,Closing Rank 2
,,,,,,,,,,Round 2,"AMBALIKA INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,315980.0
4935.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,295729.0,629235.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Civil Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,842360.0
4937.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,123586.0,259156.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC(Girl),Female Seats,558809.0
4939.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,587071.0,1362248.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(GL),Female Seats,621405.0
4941.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,576635.0,1403472.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(AF),Both Male and Female Seats,845050.0
4943.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,279943.0,519339.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,278820.0
4945.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering,B.Tech,Home State,SC,Both Male and Female Seats,1018677.0,1268403.0,,,,,,,,
,,,,,,,,,,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,159304.0
4947.0,Round 2,"KAMLA NEHRU INSTITUTE OF PHYSICAL & SOCIAL SCIENCES,SULTANPUR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,610445.0,971998.0,,,,,,,,
,,,,,,,,,,Round 2,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,720018.0
4949.0,Round 2,"RAJARSHI RANANJAY SINGH INSTITUTE OF MANAGEMENT & TECHNOLOGY,SULTANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,369107.0,369107.0,,,,,,,,
,,,,,,,,,,Round 2,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1225671.0
4951.0,Round 2,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,557785.0,1364876.0,,,,,,,,
,,,,,,,,,,Round 2,"SARASWATI HIGHER EDUCATION & TECHNICAL COLLEGE OF ENGINEERING,VARANASI",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1134748.0
4953.0,Round 2,"JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,585727.0,1378305.0,,,,,,,,
,,,,,,,,,,Round 2,"JMS INSTITUTE OF TECHNOLOGY, GHAZIABAD",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,378495.0
4955.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1392056.0,1392056.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,326515.0
4957.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,BC,Both Male and Female Seats,1360013.0,1360013.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,973361.0
4959.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,316042.0,692028.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,931877.0
4961.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,947342.0,947342.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,753412.0
4963.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,1044722.0,1060873.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,833188.0
4965.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,461273.0,461273.0,,,,,,,,
,,,,,,,,,,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,1065288.0
4967.0,Round 2,"BANSAL INSTITUTE OF ENGINEERING & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,SC,Both Male and Female Seats,1369243.0,1369243.0,,,,,,,,
,,,,,,,,,,Round 2,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,518695.0
4969.0,Round 2,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Electrical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,778353.0,778353.0,,,,,,,,
,,,,,,,,,,Round 2,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,880437.0
4971.0,Round 2,"SCHOOL OF MANAGEMENT SCIENCE (SMS INSTITUTE OF TECHNOLOGY),LUCKNOW",Artificial Inelligence (AI) And Data Science (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,783544.0,783544.0,,,,,,,,
,,,,,,,,,,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,732508.0
4973.0,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,569045.0,925673.0,,,,,,,,
,,,,,,,,,,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1412675.0
4975.0,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,275018.0,1156716.0,,,,,,,,
,,,,,,,,,,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,1225536.0
4977.0,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,1380018.0,1380018.0,,,,,,,,
,,,,,,,,,,Round 2,"KASHI INSTITUTE OF TECHNOLOGY,VARANASI",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,690235.0
4979.0,Round 2,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET), LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,352596.0,697223.0,,,,,,,,
,,,,,,,,,,Round 2,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET), LUCKNOW",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,436556.0
4981.0,Round 2,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET), LUCKNOW",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1024462.0,1120045.0,,,,,,,,
,,,,,,,,,,Round 2,"B.N.COLLEGE OF ENGINEERING & TECHNOLOGY(BNCET), LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,791788.0
4983.0,Round 2,"NEELAM COLLEGE OF ENGINEERING & TECHNOLOGY,AGRA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1024219.0,1024219.0,,,,,,,,
,,,,,,,,,,Round 2,"SRI RAMMURTI SMARAK COLLEGE OF ENGINEERING TECHNOLOGY & RESEARCH,BAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,428362.0
4985.0,Round 2,"SRI RAMMURTI SMARAK COLLEGE OF ENGINEERING TECHNOLOGY & RESEARCH,BAREILLY",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,251236.0,592924.0,,,,,,,,
,,,,,,,,,,Round 2,"ESHAN COLLEGE OF ENGINEERING,MATHURA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,542934.0
4987.0,Round 2,"RAJSHREE INSTITUTE OF MANAGEMENT & TECHNOLOGY,BAREILLY",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,427544.0,427544.0,,,,,,,,
,,,,,,,,,,Round 2,"NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIJNOR",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1404526.0
4989.0,Round 2,"NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIJNOR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,348078.0,1402212.0,,,,,,,,
,,,,,,,,,,Round 2,"NIGC INSTITUTE OF TECHNOLOGY AND MANAGEMENT, BIJNOR",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1233938.0
4991.0,Round 2,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Civil Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,591783.0,860770.0,,,,,,,,
,,,,,,,,,,Round 2,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,207478.0
4993.0,Round 2,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,505577.0,505577.0,,,,,,,,
,,,,,,,,,,Round 2,"INSTITUTE OF TECHNOLOGY & MANAGEMENT,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,436962.0
4995.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,562500.0,809797.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,1038692.0
4997.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,1077685.0,1406035.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1363247.0
4999.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1145889.0,1279867.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,721230.0
5001.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,All India,OPEN,Both Male and Female Seats,727735.0,727735.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Information Technology,B.Tech,Home State,OPEN(GIRL),Female Seats,1188797.0
5003.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Mechanical Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,1381007.0,1381007.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Mechanical Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,1069282.0
5005.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,567643.0,1145917.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN(GIRL),Female Seats,1394237.0
5007.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence),B.Tech,Home State,OPEN,Both Male and Female Seats,1342989.0,1342989.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,227881.0
5009.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,178251.0,178251.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,572009.0
5011.0,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,280081.0,1275340.0,,,,,,,,
,,,,,,,,,,Round 2,"S.R.INSTITUTE OF MANAGEMENT & TECHNOLOGY,LUCKNOW",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,555311.0
5013.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,992353.0,992353.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,424354.0
5015.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,250517.0,338604.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence),B.Tech,All India,OPEN,Both Male and Female Seats,338211.0
5017.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Artificial Intelligence) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,390394.0,799855.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning,B.Tech,All India,OPEN,Both Male and Female Seats,455408.0
5019.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,343470.0,1070972.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,393867.0
5021.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science and Engineering (Data Science),B.Tech,All India,OPEN,Both Male and Female Seats,613339.0,866735.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Data Science) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,688685.0
5023.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science And Engineering(Internet Of Things),B.Tech,All India,OPEN,Both Male and Female Seats,719417.0,722946.0,,,,,,,,
,,,,,,,,,,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Artificial Intelligence And Machine Learning (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,849185.0
5025.0,Round 2,"KCC INSTITUTE OF TECHNOLOGY & MANAGEMENT,GAUTAM BUDDH NAGAR",Computer Science Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,214675.0,863585.0,,,,,,,,
,,,,,,,,,,Round 2,"MAHARAJA AGRASEN COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,194926.0
5027.0,Round 2,"MAHARAJA AGRASEN COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,826127.0,924090.0,,,,,,,,
,,,,,,,,,,Round 2,"MAHARAJA AGRASEN COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,624392.0
5029.0,Round 2,"MAHARAJA AGRASEN COLLEGE OF ENGINEERING & TECHNOLOGY,J.P.NAGAR",Electrical & Electronics Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,570573.0,570573.0,,,,,,,,
,,,,,,,,,,Round 2,"DELHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,343138.0
5031.0,Round 2,"DELHI INSTITUTE OF ENGINEERING & TECHNOLOGY,MEERUT",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,507965.0,507965.0,,,,,,,,
,,,,,,,,,,Round 2,"VEER KUNWAR INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,483320.0
5033.0,Round 2,"R.V.INSTITUTE OF TECHNOLOGY,BIJNAUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,800748.0,800748.0,,,,,,,,
,,,,,,,,,,Round 2,"DEV BHOOMI GROUP OF INSTITUTIONS,SAHARANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,798416.0
5035.0,Round 2,"DEV BHOOMI GROUP OF INSTITUTIONS,SAHARANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,831014.0,831014.0,,,,,,,,
,,,,,,,,,,Round 2,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,269956.0
5037.0,Round 2,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,289164.0,799037.0,,,,,,,,
,,,,,,,,,,Round 2,"ALLENHOUSE INSTITUTE OF TECHNOLOGY,KANPUR",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,905208.0
5039.0,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,184507.0,438544.0,,,,,,,,
,,,,,,,,,,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN(GIRL),Female Seats,476573.0
5041.0,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering,B.Tech,Home State,OPEN,Both Male and Female Seats,438732.0,1318267.0,,,,,,,,
,,,,,,,,,,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,189563.0
5043.0,Round 2,"RAJKIYA ENGINEERING COLLEGE,BIJNOR",Information Technology,B.Tech,Home State,EWS(OPEN),Both Male and Female Seats,205624.0,218267.0,,,,,,,,
,,,,,,,,,,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,All India,OPEN,Both Male and Female Seats,255750.0
5045.0,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN(GIRL),Female Seats,828768.0,1228202.0,,,,,,,,
,,,,,,,,,,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning),B.Tech,Home State,OPEN,Both Male and Female Seats,934303.0
5047.0,Round 2,"G.L.BAJAJ GROUP OF INSTITUTIONS,MATHURA",Computer Science And Engineering(Artificial Intelligence & Machine Learning) (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,218553.0,312841.0,,,,,,,,
,,,,,,,,,,Round 2,"INDRAPRASTHA INSTITUTE OF MANAGEMENT & TECHNOLOGY,SAHARANPUR",Electronics and Communication Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,826253.0
5049.0,Round 2,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science and Engineering,B.Tech,All India,OPEN,Both Male and Female Seats,425701.0,1360524.0,,,,,,,,
,,,,,,,,,,Round 2,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science and Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,271194.0
5051.0,Round 2,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Electronics and Communication Engineering (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,879671.0,879671.0,,,,,,,,
,,,,,,,,,,Round 2,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Information Technology (FW),B.Tech,Home State,OPEN(TF),Both Male and Female Seats,777409.0
5053.0,Round 2,"BUDDHA INSTITUTE OF TECHNOLOGY,GORAKHPUR",Computer Science,B.Tech,All India,OPEN,Both Male and Female Seats,1286464.0,1286464.0,,,,,,,,
